,id,lot_front,lot_area,overall_qual,age,remod_age,exter_qual,bsmt_qual,heating_qc,total_bsmt_sf,1st_flr_sf,gr_liv_area,kitchen_qual,garage_finish,fireplace_qu,total_bsmt_sf_class,neighborhood_class,gr_liv_area_class,sale_price,garage_area,bsmtfin_sf1,tot_rms_abv_grd
2195,1507,57.0,8050,5,61,15,3,0,4,0.0,929,1137,3,0,0,0,0,0,,0.0,0.0,8
2196,702,60.0,7596,5,57,57,3,3,4,960.0,960,1960,3,1,0,0,0,0,,400.0,0.0,10
2197,750,57.0,8094,6,94,59,3,3,4,1048.0,1048,1768,3,1,0,0,0,0,,576.0,0.0,8
2198,261,69.54596100278552,10900,6,33,33,3,4,5,689.0,689,1392,3,3,0,0,0,0,,299.0,378.0,6
2199,1559,60.0,9000,4,88,58,3,2,5,592.0,432,864,2,1,0,0,0,0,,216.0,0.0,5
2200,577,110.0,15417,7,28,28,4,4,3,1740.0,1740,1740,4,2,0,1,0,0,,540.0,121.0,7
2201,2812,89.0,11645,7,2,2,4,4,5,860.0,860,1720,4,2,0,0,0,0,,565.0,0.0,7
2202,2080,70.0,10512,6,53,53,3,3,5,988.0,988,1626,4,1,0,0,0,0,,332.0,491.0,6
2203,1368,60.0,5586,6,88,10,3,3,4,901.0,1088,1198,3,0,0,0,0,0,,0.0,0.0,7
2204,2376,68.0,7838,5,39,39,3,3,3,864.0,900,900,3,2,1,0,0,0,,288.0,769.0,6
2205,659,52.0,9022,5,85,3,4,3,5,768.0,792,792,4,1,0,0,0,0,,240.0,0.0,5
2206,1235,69.54596100278552,7390,5,53,53,3,3,3,1098.0,1098,1098,3,1,0,0,0,0,,260.0,902.0,6
2207,332,21.0,1900,4,40,40,3,3,5,546.0,546,1092,3,0,0,0,0,0,,0.0,0.0,5
2208,1917,73.0,8760,6,50,8,3,3,3,936.0,936,936,4,2,0,0,0,0,,315.0,873.0,4
2209,2094,103.0,13125,7,16,16,4,5,5,1104.0,912,2127,4,2,3,0,0,0,,833.0,48.0,8
2210,1460,69.54596100278552,9240,8,7,6,4,4,5,1055.0,1055,2263,4,3,3,0,0,0,,905.0,0.0,7
2211,1471,75.0,13125,6,11,10,3,4,5,1478.0,1493,1493,4,3,3,0,0,0,,508.0,994.0,7
2212,1509,70.0,11767,5,62,13,3,3,5,768.0,768,1200,3,1,0,0,0,0,,240.0,352.0,6
2213,1922,80.0,9250,5,53,2,3,3,3,1056.0,1056,1056,3,1,0,0,0,0,,260.0,480.0,6
2214,433,105.0,13693,10,2,2,5,5,5,2630.0,2674,2674,5,3,4,1,1,1,,762.0,2288.0,8
2215,460,48.0,6472,9,1,1,5,5,5,1451.0,1456,1456,5,2,4,0,1,0,,539.0,0.0,6
2216,1116,78.0,10206,8,1,1,3,4,5,1563.0,1563,1563,4,2,4,0,0,0,,758.0,33.0,6
2217,1137,66.0,13695,6,5,4,3,4,5,1114.0,1114,1114,4,1,0,0,0,0,,576.0,814.0,6
2218,53,43.0,3203,7,4,4,4,4,5,1145.0,1145,1145,4,3,0,0,0,0,,437.0,16.0,6
2219,2354,75.0,9512,7,1,0,4,4,5,960.0,960,2318,4,3,5,0,0,0,,541.0,788.0,8
2220,1475,75.0,9750,7,4,4,4,4,5,1445.0,1445,1445,4,1,0,0,0,0,,470.0,24.0,6
2221,1761,160.0,15623,10,11,11,4,5,5,2396.0,2411,4476,5,3,3,1,1,1,,813.0,2096.0,10
2222,842,60.0,8072,5,15,14,3,4,5,990.0,990,990,3,1,0,0,0,0,,480.0,746.0,5
2223,2739,78.0,11679,5,44,44,3,3,5,1776.0,1560,1560,3,3,2,1,0,0,,528.0,612.0,6
2224,2509,24.0,2544,7,1,1,4,4,5,600.0,520,1223,4,2,0,0,0,0,,480.0,0.0,4
2225,1007,69.54596100278552,10832,7,14,12,4,4,5,712.0,1086,1895,4,3,3,0,0,0,,409.0,0.0,7
2226,2610,77.0,9786,6,44,25,3,3,3,912.0,1085,1734,4,2,4,0,0,0,,440.0,600.0,7
2227,1952,60.0,5400,5,87,57,3,2,5,691.0,691,691,5,1,0,0,0,0,,216.0,0.0,4
2228,2719,75.0,8235,5,29,29,3,3,3,1949.0,1949,1949,3,2,0,1,0,0,,586.0,483.0,10
2229,2921,21.0,1894,4,36,36,3,3,3,546.0,546,1092,3,1,0,0,0,0,,286.0,252.0,6
2230,1966,70.0,7903,5,47,47,3,3,4,1242.0,1242,1242,3,2,0,0,0,0,,324.0,739.0,6
2231,292,51.0,9839,5,79,60,3,3,5,894.0,894,1666,3,0,4,0,0,0,,0.0,0.0,7
2232,1204,69.54596100278552,9900,7,40,40,3,3,4,832.0,1098,1978,3,2,4,0,0,0,,486.0,552.0,9
2233,1829,69.54596100278552,17542,7,33,4,4,3,3,1192.0,1516,2167,4,2,4,0,0,0,,518.0,125.0,9
2234,2419,75.0,9073,7,0,0,4,4,5,738.0,738,1492,4,3,0,0,0,0,,440.0,0.0,8
2235,391,78.0,10140,6,35,35,3,4,3,1064.0,1350,1350,3,2,3,0,0,0,,478.0,0.0,7
2236,798,60.0,9060,6,70,59,3,3,3,560.0,698,1258,3,1,0,0,0,0,,280.0,204.0,6
2237,481,69.54596100278552,8965,7,6,6,4,4,5,782.0,806,1489,4,3,4,0,0,0,,400.0,652.0,8
2238,193,69.54596100278552,7793,7,88,5,3,4,3,1108.0,1160,2068,4,1,4,0,0,0,,315.0,474.0,8
2239,555,63.0,9750,5,47,47,3,3,4,980.0,980,980,3,1,0,0,0,0,,400.0,68.0,5
2240,899,74.0,10206,3,57,57,3,0,2,0.0,944,944,2,1,0,0,0,0,,528.0,0.0,4
2241,2357,78.0,10140,7,30,30,3,4,3,832.0,832,1664,3,2,3,0,0,0,,528.0,194.0,8
2242,328,31.0,2394,5,37,37,3,4,5,945.0,945,945,3,2,1,0,0,0,,253.0,915.0,5
2243,1356,55.0,10267,6,90,8,3,3,5,816.0,838,838,2,3,0,0,0,0,,275.0,210.0,5
2244,1154,60.0,6360,5,45,45,3,4,3,864.0,864,864,3,1,0,0,0,0,,276.0,489.0,5
2245,1730,65.0,10237,6,2,0,4,4,5,783.0,783,1484,4,3,4,0,0,0,,393.0,0.0,8
2246,2249,69.54596100278552,7540,6,29,29,3,4,5,888.0,912,912,3,2,3,0,0,0,,470.0,773.0,5
2247,1119,80.0,9428,8,1,0,4,4,5,955.0,955,1874,4,3,4,0,0,0,,880.0,729.0,8
2248,2856,84.0,10164,5,67,56,3,3,2,992.0,992,1465,3,1,3,0,0,0,,240.0,646.0,6
2249,1394,85.0,13825,5,50,21,3,3,3,533.0,1021,1601,3,2,0,0,0,0,,300.0,0.0,6
2250,2587,55.0,7700,5,50,50,3,4,5,301.0,1145,1145,3,1,0,0,0,0,,684.0,271.0,6
2251,61,60.0,17433,8,12,12,4,5,5,1629.0,1645,2475,4,3,3,0,1,0,,962.0,0.0,7
2252,2661,70.0,6300,7,96,1,3,3,5,1226.0,1226,2104,3,1,0,0,0,0,,432.0,0.0,9
2253,2711,80.0,10366,6,42,42,3,3,3,912.0,934,934,3,1,0,0,0,0,,336.0,456.0,4
2254,1147,76.0,9291,6,15,15,4,4,5,832.0,832,1710,4,2,0,0,0,0,,506.0,426.0,7
2255,757,69.54596100278552,5775,6,94,7,3,3,5,483.0,741,1427,4,1,0,0,0,0,,379.0,0.0,7
2256,2623,60.0,7200,4,56,56,3,0,3,0.0,1040,1040,3,1,0,0,0,0,,420.0,0.0,4
2257,2378,24.0,2179,6,30,30,3,4,4,855.0,855,1456,3,2,3,0,0,0,,460.0,70.0,6
2258,1413,50.0,9360,6,46,7,4,3,3,621.0,621,1269,3,1,0,0,0,0,,280.0,324.0,7
2259,1722,44.0,6442,8,1,1,4,4,5,1370.0,1370,1370,4,2,4,0,1,0,,484.0,24.0,6
2260,1112,86.0,14598,6,1,1,4,4,5,894.0,894,1933,4,3,4,0,0,0,,668.0,0.0,9
2261,1623,69.54596100278552,8637,6,8,7,3,4,4,923.0,947,1714,3,3,3,0,0,0,,451.0,871.0,7
2262,1201,76.0,9120,6,34,34,4,3,3,901.0,943,1876,4,2,3,0,0,0,,540.0,442.0,8
2263,1513,67.0,5142,4,85,0,3,3,3,949.0,949,1292,4,1,0,0,0,0,,205.0,224.0,6
2264,957,150.0,215245,7,44,44,3,4,3,2136.0,2036,2036,3,2,4,1,0,0,,513.0,1236.0,8
2265,1171,35.0,4109,9,9,8,4,4,5,1557.0,1557,1557,5,2,3,0,0,0,,484.0,1141.0,5
2266,1145,75.0,8285,7,16,16,4,4,4,836.0,844,1737,4,3,0,0,0,0,,506.0,397.0,7
2267,2726,69.54596100278552,20355,7,39,39,3,4,3,1865.0,1830,1830,3,1,4,1,0,0,,521.0,810.0,6
2268,703,60.0,3378,7,63,17,3,3,4,651.0,707,1389,3,1,4,0,0,0,,240.0,0.0,6
2269,760,86.0,5160,4,86,59,3,4,3,858.0,892,892,4,0,0,0,0,0,,0.0,749.0,5
2270,1964,69.54596100278552,7500,5,48,4,3,3,5,1040.0,1040,1040,4,2,0,0,0,0,,286.0,574.0,6
2271,2512,35.0,3735,7,7,7,4,4,5,691.0,713,1452,4,1,0,0,0,0,,506.0,450.0,6
2272,159,64.0,6979,6,30,30,3,3,4,1056.0,1056,1056,3,1,0,0,0,0,,576.0,1056.0,4
2273,1281,71.0,7056,6,45,45,3,3,3,780.0,983,1796,3,2,3,0,0,0,,483.0,400.0,8
2274,468,122.0,11911,6,4,4,4,4,5,684.0,684,1560,4,3,4,0,0,0,,400.0,0.0,6
2275,290,69.54596100278552,7890,6,71,60,3,3,3,856.0,856,856,3,1,4,0,0,0,,399.0,238.0,4
2276,665,60.0,10800,5,89,59,3,3,3,720.0,846,846,4,3,0,0,0,0,,576.0,0.0,4
2277,1463,69.54596100278552,11250,8,6,6,4,4,5,1128.0,1149,2290,4,1,4,0,0,0,,779.0,0.0,9
2278,1792,70.0,9605,7,1,1,4,4,5,982.0,982,1977,4,2,0,0,0,0,,574.0,0.0,7
2279,923,80.0,14680,5,49,49,3,3,5,1273.0,1273,1273,3,1,0,0,0,0,,307.0,793.0,5
2280,500,79.0,10208,7,13,12,4,4,5,1264.0,1277,2344,4,2,3,0,1,0,,889.0,0.0,7
2281,1408,85.0,19550,5,68,1,3,3,5,1580.0,1518,1518,2,0,4,0,0,0,,0.0,1035.0,5
2282,331,21.0,1491,4,38,38,3,4,5,630.0,630,630,3,0,0,0,0,0,,0.0,150.0,3
2283,170,60.0,4800,4,110,56,3,3,3,709.0,1157,1844,3,1,4,0,0,0,,240.0,48.0,9
2284,2192,60.0,8172,4,52,52,3,3,3,768.0,768,768,3,1,2,0,0,0,,355.0,544.0,4
2285,2571,174.0,25419,8,88,16,4,3,4,1360.0,1360,3112,4,1,5,0,0,1,,795.0,1036.0,8
2286,2314,69.54596100278552,13031,6,11,10,3,4,4,691.0,691,1498,3,3,3,0,0,0,,409.0,592.0,6
2287,2647,50.0,5633,5,81,56,3,3,3,844.0,844,844,3,1,0,0,0,0,,216.0,0.0,5
2288,422,110.0,14257,9,2,2,5,5,5,1776.0,1794,2772,5,3,4,1,1,1,,754.0,1360.0,10
2289,2457,49.0,20896,8,1,0,4,5,5,2077.0,2097,2097,5,3,5,1,0,0,,1134.0,1721.0,8
2290,1838,47.0,4230,7,1,0,4,5,5,1352.0,1352,1352,4,2,4,0,0,0,,466.0,0.0,5
2291,2805,120.0,15611,8,0,0,4,4,5,1079.0,1079,1919,4,2,4,0,0,0,,685.0,0.0,8
2292,1645,69.54596100278552,10960,6,23,23,3,4,3,1284.0,1284,1284,3,1,0,0,0,0,,480.0,256.0,5
2293,1711,93.0,11999,8,4,3,4,4,5,1181.0,1234,2374,5,3,4,0,1,0,,656.0,0.0,10
2294,2825,90.0,11060,7,3,1,4,5,5,1150.0,1164,2314,4,3,5,0,0,0,,502.0,0.0,9
2295,322,89.0,13214,9,2,1,5,5,5,2002.0,2018,2018,5,3,4,1,0,0,,746.0,0.0,10
2296,2103,66.0,10235,8,0,0,4,4,5,1643.0,1651,1651,4,2,4,0,0,0,,870.0,0.0,7
2297,342,74.0,13008,6,53,53,3,2,3,882.0,882,882,3,1,0,0,0,0,,502.0,564.0,5
2298,600,60.0,7436,4,49,49,3,3,4,894.0,894,894,3,1,1,0,0,0,,396.0,734.0,5
2299,488,60.0,8123,6,9,9,3,4,5,982.0,1007,1800,3,3,3,0,0,0,,463.0,0.0,7
2300,1725,68.0,7820,9,0,0,5,5,5,1869.0,1869,1869,5,2,4,1,1,0,,617.0,0.0,6
2301,2246,59.0,5568,8,1,0,4,4,4,1573.0,1625,1625,4,3,4,0,0,0,,495.0,1573.0,5
2302,2847,60.0,8400,6,66,6,3,3,5,940.0,1192,1595,3,1,4,0,0,0,,240.0,388.0,6
2303,806,80.0,9828,8,14,14,4,4,5,1128.0,1142,2020,4,2,3,0,0,0,,466.0,584.0,8
2304,530,75.0,9375,7,6,5,4,4,5,912.0,912,2094,4,3,4,0,0,0,,615.0,0.0,8
2305,963,130.0,11457,6,21,21,3,4,3,1392.0,1412,1412,4,1,3,0,0,0,,576.0,1005.0,6
2306,2678,51.0,6120,3,76,56,4,3,5,728.0,728,1162,3,1,0,0,0,0,,258.0,347.0,6
2307,171,55.0,8800,4,100,6,3,3,4,576.0,792,1140,3,0,0,0,0,0,,0.0,0.0,7
2308,2401,56.0,20431,9,1,0,5,5,5,1848.0,1848,2728,5,3,5,1,1,1,,706.0,1410.0,10
2309,805,85.0,10560,7,16,15,4,4,5,1079.0,1079,1879,4,2,3,0,0,0,,473.0,474.0,8
2310,2259,149.0,19958,6,49,12,3,3,4,585.0,2279,2279,4,2,4,0,0,0,,461.0,0.0,7
2311,1748,87.0,11084,7,3,3,4,4,5,384.0,744,1374,4,3,4,0,0,0,,400.0,192.0,8
2312,1361,60.0,10266,6,56,56,3,3,3,768.0,768,1536,3,1,0,0,0,0,,308.0,372.0,7
2313,1677,21.0,1890,6,34,34,3,3,3,672.0,672,1218,3,1,0,0,0,0,,264.0,356.0,7
2314,1406,85.0,10452,6,55,55,3,3,5,1094.0,1094,1094,3,2,4,0,0,0,,495.0,500.0,5
2315,2322,168.0,23257,7,0,0,4,5,5,868.0,887,2021,4,2,4,0,0,0,,422.0,0.0,9
2316,688,76.0,7570,6,45,45,3,3,3,780.0,993,1806,3,1,0,0,0,0,,483.0,0.0,8
2317,143,70.0,8400,5,53,53,3,3,3,1314.0,1314,1314,3,2,0,0,0,0,,294.0,922.0,5
2318,804,75.0,9317,7,16,16,4,4,5,740.0,1006,1775,4,1,3,0,0,0,,425.0,513.0,7
2319,1214,82.0,9020,6,44,44,3,3,3,1248.0,1350,1350,3,2,0,0,0,0,,520.0,624.0,6
2320,2828,35.0,3675,6,1,0,3,4,4,547.0,1072,1072,3,3,0,0,0,0,,525.0,547.0,5
2321,1999,60.0,7200,6,97,9,3,3,5,1214.0,1260,2291,3,1,4,0,0,0,,506.0,1046.0,9
2322,2467,65.0,8125,7,0,0,4,4,5,770.0,778,1576,4,2,0,0,0,0,,614.0,0.0,6
2323,2665,60.0,7200,7,86,56,3,2,5,596.0,998,1762,4,1,0,0,0,0,,576.0,0.0,8
2324,1538,69.54596100278552,14100,8,73,11,3,3,5,728.0,1968,3447,4,1,4,0,0,1,,1014.0,192.0,11
2325,398,60.0,7038,4,39,39,3,3,3,864.0,864,864,3,1,0,0,0,0,,576.0,726.0,5
2326,2822,73.0,16133,5,37,37,3,4,3,1176.0,1176,1176,3,1,0,0,0,0,,360.0,847.0,5
2327,2157,36.0,4435,6,4,4,4,4,5,848.0,848,848,4,3,0,0,0,0,,420.0,659.0,3
2328,1856,69.54596100278552,16157,5,29,29,3,4,5,1360.0,1432,1432,4,1,3,0,0,0,,588.0,680.0,5
2329,1269,60.0,7200,5,58,58,3,0,4,0.0,1048,1048,3,1,0,0,0,0,,420.0,0.0,7
2330,2570,75.0,9000,5,52,52,3,3,3,936.0,1128,1128,3,1,0,0,0,0,,286.0,812.0,5
2331,2320,72.0,10463,8,1,1,4,4,5,893.0,901,1801,4,3,4,0,0,0,,800.0,0.0,8
2332,1517,69.54596100278552,12155,6,83,58,3,3,3,672.0,810,1482,2,1,0,0,0,0,,400.0,156.0,7
2333,2304,63.0,10712,5,16,15,3,4,3,974.0,974,974,3,0,0,0,0,0,,0.0,212.0,5
2334,1312,69.0,9143,5,108,5,3,3,5,346.0,709,1017,3,1,0,0,0,0,,308.0,0.0,5
2335,2012,60.0,6000,6,66,57,3,3,5,735.0,869,1218,3,1,4,0,0,0,,440.0,375.0,6
2336,506,69.54596100278552,29959,7,15,15,4,4,5,973.0,979,1850,4,3,4,0,1,0,,467.0,595.0,7
2337,2865,80.0,16560,6,74,56,3,4,3,952.0,1170,2345,3,1,4,0,0,0,,360.0,503.0,9
2338,2367,21.0,1953,6,33,33,3,3,3,483.0,483,987,3,1,0,0,0,0,,264.0,309.0,5
2339,554,60.0,9000,6,81,59,3,2,3,784.0,784,784,3,1,0,0,0,0,,360.0,0.0,5
2340,238,68.0,9571,5,54,54,3,3,3,1144.0,1144,1144,3,1,0,0,0,0,,596.0,739.0,6
2341,1954,75.0,8700,5,46,46,3,3,4,920.0,888,888,3,1,0,0,0,0,,240.0,192.0,5
2342,2488,68.0,8927,6,29,29,3,0,3,0.0,1286,1654,3,2,0,0,0,0,,528.0,0.0,10
2343,2291,21.0,1890,4,31,31,3,3,5,546.0,546,1092,3,1,0,0,0,0,,286.0,0.0,6
2344,1969,70.0,7000,5,46,46,3,0,4,0.0,925,925,3,3,0,0,0,0,,300.0,0.0,7
2345,2725,69.54596100278552,14175,5,50,19,3,3,4,1188.0,1437,1437,3,1,3,0,0,0,,576.0,988.0,6
2346,1482,69.54596100278552,4426,6,4,4,4,4,5,848.0,848,848,4,2,3,0,0,0,,420.0,697.0,3
2347,2763,78.0,9316,7,1,1,4,4,5,784.0,784,1596,4,2,0,0,0,0,,610.0,0.0,6
2348,503,79.0,9085,7,14,13,4,4,5,1070.0,1094,2061,4,3,3,0,1,0,,647.0,816.0,7
2349,1584,82.0,11202,8,5,5,4,5,5,1432.0,1440,1440,4,3,3,0,0,0,,467.0,1029.0,7
2350,1531,69.54596100278552,9650,6,85,58,3,3,3,784.0,819,1603,3,1,4,0,0,0,,599.0,0.0,7
2351,2210,82.0,7136,6,61,57,3,4,3,979.0,979,1958,3,1,0,0,0,0,,492.0,484.0,8
2352,459,44.0,7390,9,1,0,5,5,5,1884.0,1884,1884,5,3,4,1,1,0,,649.0,800.0,6
2353,556,71.0,7064,5,32,32,3,3,3,980.0,980,980,3,1,0,0,0,0,,484.0,560.0,6
2354,1347,51.0,6120,5,85,58,3,3,3,1100.0,1226,1902,3,1,0,0,0,0,,576.0,203.0,7
2355,1290,60.0,4800,5,68,58,3,2,3,672.0,672,672,3,1,0,0,0,0,,256.0,0.0,4
2356,1388,69.54596100278552,9000,5,49,49,3,3,3,1006.0,1006,1006,3,0,0,0,0,0,,0.0,288.0,5
2357,1571,69.54596100278552,164660,5,43,43,3,3,5,1499.0,1619,1786,3,3,4,0,0,0,,529.0,1249.0,7
2358,2754,64.0,6762,7,0,0,4,4,5,1286.0,1294,1294,4,2,4,0,0,0,,662.0,0.0,6
2359,765,69.54596100278552,10547,5,31,31,3,4,3,1152.0,1152,1152,3,1,0,0,0,0,,252.0,1152.0,6
2360,2494,69.54596100278552,13052,5,41,41,3,3,3,1024.0,1024,1024,3,1,0,0,0,0,,308.0,712.0,5
2361,2870,78.0,15600,5,56,43,3,4,4,1168.0,1278,2315,3,3,4,0,0,0,,342.0,760.0,9
2362,7,41.0,4920,8,9,9,4,4,5,1338.0,1338,1338,4,3,0,0,1,0,,582.0,616.0,6
2363,1114,74.0,13253,7,2,2,4,5,4,1578.0,1578,1578,4,1,4,0,0,0,,642.0,1096.0,7
2364,2418,96.0,11631,8,2,1,4,4,5,1052.0,1052,2373,4,3,4,0,0,0,,632.0,0.0,9
2365,291,60.0,7200,4,43,43,3,0,3,0.0,862,2650,3,0,0,0,0,1,,0.0,0.0,10
2366,18,88.0,11394,9,0,0,4,5,5,1856.0,1856,1856,5,3,5,1,1,0,,834.0,1445.0,8
2367,39,83.0,10159,9,1,0,5,5,5,1930.0,1940,1940,5,3,4,1,1,0,,606.0,1646.0,8
2368,1001,45.0,6264,8,11,11,4,5,5,1664.0,1682,1682,4,3,3,0,1,0,,528.0,656.0,6
2369,2442,66.0,8738,7,7,7,4,4,5,975.0,1005,2291,4,3,3,0,0,0,,429.0,0.0,8
2370,616,69.54596100278552,7015,5,59,59,3,3,3,709.0,979,1203,4,1,3,0,0,0,,352.0,185.0,5
2371,2680,52.0,6240,4,59,56,3,0,4,0.0,672,912,3,0,0,0,0,0,,0.0,0.0,3
2372,1414,50.0,8405,5,108,58,3,3,5,861.0,961,1367,3,1,0,0,0,0,,384.0,241.0,7
2373,289,50.0,5000,5,86,60,3,3,3,1026.0,1026,1691,4,1,4,0,0,0,,308.0,218.0,6
2374,40,94.0,12883,8,1,0,4,4,5,1544.0,1544,1544,4,2,0,0,1,0,,868.0,0.0,7
2375,860,60.0,7200,5,37,37,3,3,3,894.0,894,894,3,2,0,0,0,0,,600.0,777.0,6
2376,409,69.54596100278552,4928,6,33,33,3,4,3,958.0,958,958,3,2,0,0,0,0,,440.0,958.0,5
2377,673,64.0,8712,5,52,9,3,3,3,992.0,1306,1306,3,1,0,0,0,0,,756.0,860.0,5
2378,2427,43.0,3010,7,1,0,4,4,5,1142.0,1142,1142,4,3,0,0,0,0,,440.0,16.0,6
2379,2036,60.0,9780,7,57,2,3,3,5,976.0,976,1952,4,3,3,0,0,0,,299.0,354.0,8
2380,2564,79.0,9462,5,57,33,3,3,4,704.0,1024,1728,3,1,4,0,0,0,,234.0,0.0,7
2381,642,76.0,9482,5,51,51,3,3,5,1866.0,1866,1866,3,1,0,1,0,0,,495.0,0.0,8
2382,1008,69.54596100278552,14067,6,17,17,3,4,4,836.0,851,1709,4,3,0,0,0,0,,416.0,504.0,7
2383,1908,95.0,11345,5,59,57,3,3,4,928.0,928,1920,3,1,0,0,0,0,,400.0,220.0,10
2384,2519,69.54596100278552,3760,8,26,26,4,4,4,1235.0,1235,1235,3,3,3,0,0,0,,484.0,1009.0,4
2385,1369,60.0,10320,5,96,17,3,2,3,451.0,759,759,3,1,0,0,0,0,,576.0,0.0,5
2386,2855,54.0,7588,7,86,56,3,2,4,793.0,901,1802,3,1,4,0,0,0,,216.0,352.0,9
2387,712,60.0,8520,5,86,59,4,2,3,624.0,792,792,3,1,0,0,0,0,,287.0,0.0,5
2388,1943,60.0,14190,4,117,1,4,2,4,925.0,1000,1544,3,0,0,0,0,0,,0.0,0.0,7
2389,1958,60.0,11664,6,59,57,3,3,3,1082.0,1082,1082,3,1,4,0,0,0,,240.0,336.0,5
2390,107,30.0,4420,8,30,30,4,4,3,728.0,788,788,4,3,3,0,0,0,,484.0,728.0,3
2391,2295,61.0,33983,5,30,13,3,3,3,1160.0,1676,1676,4,2,3,0,0,0,,672.0,1112.0,6
2392,704,56.0,10134,5,99,59,3,2,4,801.0,801,1447,3,0,0,0,0,0,,0.0,0.0,6
2393,676,60.0,12144,5,60,59,4,3,4,832.0,1036,1268,3,1,4,0,0,0,,288.0,375.0,6
2394,259,70.0,8750,6,12,12,3,4,5,804.0,804,1682,4,2,0,0,0,0,,523.0,505.0,7
2395,93,88.0,11134,8,18,17,4,4,5,1390.0,1402,2225,4,2,3,0,1,0,,713.0,1129.0,7
2396,106,68.0,7379,8,10,10,4,4,5,975.0,975,1848,4,2,3,0,0,0,,592.0,484.0,7
2397,2315,54.0,9783,6,10,10,3,4,4,821.0,821,1776,3,3,3,0,0,0,,443.0,0.0,7
2398,1050,69.54596100278552,9477,5,42,42,3,3,3,864.0,892,892,3,2,0,0,0,0,,264.0,340.0,5
2399,1095,60.0,15384,7,4,3,4,4,5,788.0,788,1490,4,3,4,0,0,0,,388.0,724.0,8
2400,2709,69.54596100278552,11327,5,39,39,3,3,3,1064.0,1064,1064,3,1,3,0,0,0,,528.0,779.0,6
2401,758,41.0,5852,7,107,9,3,3,3,1020.0,978,1864,3,0,0,0,0,0,,0.0,169.0,9
2402,1496,72.0,7200,6,32,7,3,3,3,684.0,684,1398,3,3,3,0,0,0,,440.0,288.0,6
2403,2370,21.0,1680,6,34,34,3,3,4,672.0,672,1218,3,1,0,0,0,0,,264.0,317.0,7
2404,2458,85.0,10182,8,0,0,4,5,5,1660.0,1660,1660,4,2,4,0,0,0,,500.0,1220.0,8
2405,2733,75.0,9375,4,52,52,3,3,5,967.0,1350,1350,3,2,4,0,0,0,,504.0,799.0,6
2406,161,96.0,11275,7,43,3,4,4,5,710.0,1898,2978,4,3,4,0,0,1,,564.0,0.0,11
2407,726,60.0,9720,6,99,7,3,3,5,741.0,780,1521,4,1,0,0,0,0,,640.0,0.0,8
2408,845,68.0,9017,7,10,10,4,4,5,1431.0,1431,1431,4,3,0,0,0,0,,666.0,560.0,6
2409,947,75.0,10125,8,9,8,4,4,5,1107.0,1040,2052,4,3,3,0,0,0,,642.0,445.0,7
2410,2232,85.0,8500,5,88,2,3,3,3,793.0,997,1517,2,0,0,0,0,0,,0.0,0.0,7
2411,2563,79.0,9490,6,65,56,3,3,3,806.0,958,1578,2,1,3,0,0,0,,240.0,403.0,5
2412,2299,124.0,27697,4,46,46,3,3,3,1396.0,1608,1608,3,1,0,0,0,0,,444.0,811.0,6
2413,211,72.0,10632,5,93,60,3,4,4,689.0,725,1224,1,1,0,0,0,0,,180.0,0.0,6
2414,605,85.0,11475,5,51,51,3,3,3,1584.0,1776,1776,3,1,0,0,0,0,,888.0,0.0,9
2415,1478,85.0,11049,8,1,1,4,5,5,1234.0,1234,1234,4,2,0,0,0,0,,484.0,0.0,7
2416,2247,44.0,4750,8,1,0,4,4,5,1573.0,1625,1625,4,3,4,0,0,0,,538.0,1573.0,5
2417,2274,50.0,35133,5,44,44,3,3,4,1572.0,1572,1572,3,2,3,0,0,0,,995.0,1159.0,5
2418,2869,80.0,12984,5,29,29,3,4,5,1430.0,1647,1647,4,3,3,0,0,0,,621.0,1283.0,7
2419,967,75.0,9157,7,6,6,4,4,5,912.0,1072,2014,4,3,0,0,0,0,,486.0,0.0,9
2420,2656,49.0,5820,3,51,1,3,3,5,1162.0,1163,1163,3,1,0,0,0,0,,220.0,256.0,6
2421,667,81.0,9671,6,40,40,3,3,3,1248.0,1248,2544,3,2,0,0,0,0,,907.0,0.0,12
2422,1042,21.0,1890,6,36,36,3,3,4,483.0,483,987,3,1,0,0,0,0,,352.0,483.0,5
2423,2023,60.0,13515,6,88,57,3,3,5,764.0,1060,1824,3,1,4,0,0,0,,520.0,0.0,8
2424,2447,69.54596100278552,9233,9,6,6,4,5,5,1540.0,1540,2855,5,2,3,0,1,1,,774.0,1182.0,9
2425,2055,70.0,8400,6,41,41,3,3,4,814.0,913,913,3,1,0,0,0,0,,240.0,187.0,6
2426,2275,93.0,15306,8,1,0,4,5,5,1732.0,1776,1776,4,3,4,1,0,0,,712.0,80.0,7
2427,2204,55.0,7642,7,89,9,4,3,4,912.0,912,1426,4,1,4,0,0,0,,216.0,0.0,7
2428,1563,44.0,3842,8,4,3,4,5,5,1594.0,1646,1646,4,3,4,0,0,0,,482.0,1373.0,5
2429,483,34.0,5063,7,2,1,4,4,5,1314.0,1314,1314,4,2,4,0,1,0,,626.0,904.0,6
2430,796,42.0,4235,5,25,25,4,4,3,1049.0,1049,1049,4,3,0,0,0,0,,266.0,552.0,5
2431,1526,63.0,15576,6,93,32,3,4,5,840.0,840,1680,3,1,0,0,0,0,,308.0,0.0,8
2432,2042,60.0,10120,7,97,57,2,3,3,925.0,964,1889,3,1,4,0,0,0,,308.0,0.0,9
