,index,id,pid,ms_subclass,ms_zoning,lot_front,lot_area,street,alley,lot_shape,land_contour,util,lot_config,land_slope,neighborhood,cond_1,cond_2,bldg_type,house_style,overall_qual,overall_cond,age,remod_age,roof_style,roof_matl,ext_1st,ext_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type1,bsmtfin_sf1,bsmt_type2,bsmt_sf2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplace,fireplace_qu,garage_type,garage_finish,garag_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,sale_type,sale_price,gr_liv_area_class,sale_price_classified,total_bsmt_sf_class,neighborhood_class
2297,246,342,526302110,20,RL,74.0,13008,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,53,53,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,No,Rec,564.0,Unf,0.0,318.0,882.0,GasA,TA,Y,SBrkr,882,0,0,882,0.0,0.0,1,0,2,1,TA,5,Typ,0,NoFireplace,Attchd,Unf,1.0,502.0,TA,TA,Y,0,0,0,0,0,0,0,10,WD ,,0,0,0,0
2298,247,600,534275060,20,RL,60.0,7436,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,49,49,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,734.0,Unf,0.0,160.0,894.0,GasA,Gd,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,2,1,TA,5,Typ,1,Po,Detchd,Unf,2.0,396.0,TA,TA,Y,0,0,0,360,0,0,0,8,WD ,,0,0,0,0
2299,248,488,528290120,60,RL,60.0,8123,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,9,9,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,982.0,982.0,GasA,Ex,Y,SBrkr,1007,793,0,1800,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,463.0,TA,TA,Y,100,63,0,0,0,0,0,6,WD ,,0,0,0,0
2300,249,1725,528186120,120,RL,68.0,7820,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,0,0,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1869.0,1869.0,GasA,Ex,Y,SBrkr,1869,0,0,1869,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2.0,617.0,TA,TA,Y,210,54,0,0,0,0,0,12,New,,0,0,1,1
2301,250,2246,911370450,120,RM,59.0,5568,Pave,NoAlley,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,1,0,Hip,CompShg,CemntBd,CmentBd,Stone,473.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573.0,Unf,0.0,0.0,1573.0,GasA,Gd,Y,SBrkr,1625,0,0,1625,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,495.0,TA,TA,Y,123,0,0,0,153,0,0,10,New,,0,0,0,0
2302,251,2847,909175030,50,RL,60.0,8400,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,66,6,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,388.0,Unf,0.0,552.0,940.0,GasA,Ex,Y,SBrkr,1192,403,0,1595,0.0,0.0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,Unf,1.0,240.0,TA,TA,Y,0,0,108,0,0,0,0,6,WD ,,0,0,0,0
2303,252,806,906223210,60,RL,80.0,9828,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,14,14,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,584.0,Unf,0.0,544.0,1128.0,GasA,Ex,Y,SBrkr,1142,878,0,2020,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2.0,466.0,TA,TA,Y,0,155,0,0,0,0,0,6,WD ,,0,0,0,0
2304,253,530,528482130,60,FV,75.0,9375,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,Ex,Y,SBrkr,912,1182,0,2094,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2.0,615.0,TA,TA,Y,182,182,0,0,0,0,0,11,WD ,,0,0,0,0
2305,254,963,916403010,20,RL,130.0,11457,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,21,21,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005.0,Unf,0.0,387.0,1392.0,GasA,TA,Y,SBrkr,1412,0,0,1412,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2.0,576.0,TA,TA,Y,0,0,169,0,0,0,0,3,WD ,,0,0,0,0
2306,255,2678,903231220,50,RM,51.0,6120,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,3,5,76,56,Gable,CompShg,AsbShng,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,347.0,Unf,0.0,381.0,728.0,GasA,Ex,Y,SBrkr,728,434,0,1162,1.0,0.0,1,0,3,1,TA,6,Typ,0,NoFireplace,Detchd,Unf,1.0,258.0,Fa,Po,Y,0,24,0,0,0,0,0,11,ConLI,,0,0,0,0
2307,256,171,902104060,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,100,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,Gd,Y,SBrkr,792,348,0,1140,0.0,0.0,1,0,3,1,TA,7,Min2,0,NoFireplace,NoGarage,NoGarage,0.0,0.0,NoGarage,NoGarage,N,0,160,0,0,0,0,0,6,WD ,,0,0,0,0
2308,257,2401,528170040,60,RL,56.0,20431,Pave,NoAlley,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,1,0,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,Ex,TA,PConc,Ex,TA,No,GLQ,1410.0,Unf,0.0,438.0,1848.0,GasA,Ex,Y,SBrkr,1848,880,0,2728,1.0,0.0,2,1,4,1,Ex,10,Typ,2,Ex,Attchd,Fin,3.0,706.0,TA,TA,Y,0,0,0,0,0,0,0,4,New,,1,0,1,1
2309,258,805,906223080,60,RL,85.0,10560,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,16,15,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,474.0,Unf,0.0,605.0,1079.0,GasA,Ex,Y,SBrkr,1079,800,0,1879,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2.0,473.0,TA,TA,Y,400,100,144,0,0,0,0,8,WD ,,0,0,0,0
2310,259,2259,916326090,20,RL,149.0,19958,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,8,49,12,Hip,CompShg,HdBoard,HdBoard,BrkFace,1224.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,585.0,585.0,GasA,Gd,Y,SBrkr,2279,0,0,2279,0.0,0.0,2,1,4,1,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,461.0,TA,TA,Y,274,0,0,0,138,0,0,7,WD ,,0,0,0,0
2311,260,1748,528235000,80,RL,87.0,11084,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,3,3,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,192.0,Unf,0.0,192.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,1374,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,0,6,WD ,,0,0,0,0
2312,261,1361,903453050,70,RM,60.0,10266,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,6,56,56,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,372.0,Unf,0.0,396.0,768.0,GasA,TA,Y,FuseA,768,768,0,1536,0.0,0.0,1,1,4,1,TA,7,Typ,0,NoFireplace,Detchd,Unf,1.0,308.0,TA,TA,Y,0,216,80,0,0,0,0,5,COD,,0,0,0,0
2313,262,1677,527450150,160,RM,21.0,1890,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,34,34,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,TA,CBlock,TA,TA,No,BLQ,356.0,Unf,0.0,316.0,672.0,GasA,TA,Y,SBrkr,672,546,0,1218,0.0,0.0,1,1,3,1,TA,7,Typ,0,NoFireplace,Detchd,Unf,1.0,264.0,TA,TA,Y,144,28,0,0,0,0,0,5,WD ,,0,0,0,0
2314,263,1406,905403150,20,RL,85.0,10452,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,55,55,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,TA,CBlock,TA,TA,Mn,Rec,500.0,Unf,0.0,594.0,1094.0,GasA,Ex,Y,SBrkr,1094,0,0,1094,0.0,0.0,1,0,3,1,TA,5,Typ,2,Gd,Attchd,RFn,2.0,495.0,TA,TA,Y,0,0,0,0,287,0,0,6,WD ,,0,0,0,0
2315,264,2322,527108090,60,RL,168.0,23257,Pave,NoAlley,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,0,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,868.0,868.0,GasA,Ex,Y,SBrkr,887,1134,0,2021,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,BuiltIn,RFn,2.0,422.0,TA,TA,Y,0,100,0,0,0,0,0,9,New,,0,0,0,0
2316,265,688,535475010,60,RL,76.0,7570,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,45,45,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,TA,Y,SBrkr,993,813,0,1806,0.0,0.0,1,1,4,1,TA,8,Typ,0,NoFireplace,Attchd,Unf,2.0,483.0,TA,TA,Y,0,55,0,0,0,0,0,3,WD ,,0,0,0,0
2317,266,143,535152250,20,RL,70.0,8400,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,53,53,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,922.0,Unf,0.0,392.0,1314.0,GasA,TA,Y,SBrkr,1314,0,0,1314,1.0,0.0,1,0,3,1,TA,5,Typ,0,NoFireplace,Attchd,RFn,1.0,294.0,TA,TA,Y,250,0,0,0,0,0,0,6,WD ,,0,0,0,0
2318,267,804,906223060,60,RL,75.0,9317,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,16,16,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,513.0,Unf,0.0,227.0,740.0,GasA,Ex,Y,SBrkr,1006,769,0,1775,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Unf,2.0,425.0,TA,TA,Y,234,72,192,0,0,0,0,7,WD ,,0,0,0,0
2319,268,1214,534403100,80,RL,82.0,9020,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,44,44,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,TA,TA,CBlock,TA,TA,Gd,GLQ,624.0,Rec,336.0,288.0,1248.0,GasA,TA,Y,SBrkr,1350,0,0,1350,1.0,0.0,1,1,3,1,TA,6,Typ,0,NoFireplace,Attchd,RFn,2.0,520.0,TA,TA,Y,176,0,0,0,0,0,0,6,WD ,,0,0,0,0
2320,269,2828,908186090,180,RM,35.0,3675,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,1,0,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0.0,547.0,GasA,Gd,Y,SBrkr,1072,0,0,1072,1.0,0.0,1,0,2,1,TA,5,Typ,0,NoFireplace,Basment,Fin,2.0,525.0,TA,TA,Y,0,44,0,0,0,0,0,10,New,,0,0,0,0
2321,270,1999,902332030,190,C (all),60.0,7200,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,97,9,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046.0,Unf,0.0,168.0,1214.0,GasW,Ex,N,SBrkr,1260,1031,0,2291,0.0,1.0,2,0,4,2,TA,9,Typ,1,Gd,Detchd,Unf,2.0,506.0,TA,TA,Y,0,0,0,0,99,0,0,11,WD ,,0,0,0,0
2322,271,2467,528480150,60,FV,65.0,8125,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,0,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,770.0,770.0,GasA,Ex,Y,SBrkr,778,798,0,1576,0.0,0.0,2,1,3,1,Gd,6,Typ,0,NoFireplace,Attchd,RFn,2.0,614.0,TA,TA,Y,0,50,0,0,0,0,0,8,New,,0,0,0,0
2323,272,2665,902329090,70,RM,60.0,7200,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,86,56,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,596.0,596.0,GasA,Ex,Y,SBrkr,998,764,0,1762,1.0,0.0,1,1,4,1,Gd,8,Typ,0,NoFireplace,Detchd,Unf,2.0,576.0,TA,TA,N,36,0,221,0,0,0,0,10,WD ,,0,0,0,0
2324,273,1538,909282030,50,RL,69.54596100278552,14100,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,73,11,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192.0,Unf,0.0,536.0,728.0,GasA,Ex,Y,SBrkr,1968,1479,0,3447,0.0,0.0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,Unf,3.0,1014.0,TA,TA,Y,314,12,0,0,0,0,0,5,WD ,,1,0,0,0
2325,274,398,527405130,20,RL,60.0,7038,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,39,39,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,726.0,Unf,0.0,138.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,TA,5,Typ,0,NoFireplace,Detchd,Unf,2.0,576.0,TA,TA,Y,210,0,0,0,0,0,0,9,WD ,,0,0,0,0
2326,275,2822,908127050,20,RL,73.0,16133,Pave,NoAlley,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,37,37,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,847.0,Unf,0.0,329.0,1176.0,GasA,TA,Y,SBrkr,1176,0,0,1176,1.0,0.0,1,0,2,1,TA,5,Typ,0,NoFireplace,Attchd,Unf,1.0,360.0,TA,TA,Y,0,92,0,0,112,0,0,12,WD ,,0,0,0,0
2327,276,2157,907290140,120,RM,36.0,4435,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,4,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659.0,Unf,0.0,189.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,3,Typ,0,NoFireplace,Attchd,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,0,11,WD ,,0,0,0,0
2328,277,1856,533251130,80,RL,69.54596100278552,16157,Pave,NoAlley,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,29,29,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680.0,Rec,391.0,289.0,1360.0,GasA,Ex,Y,SBrkr,1432,0,0,1432,1.0,0.0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2.0,588.0,TA,TA,Y,168,180,0,0,0,0,0,6,WD ,,0,0,0,0
2329,278,1269,535451230,20,RL,60.0,7200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,58,58,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0.0,NoBsmt,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1048,0,0,1048,0.0,0.0,1,0,3,1,TA,7,Min1,0,NoFireplace,Detchd,Unf,2.0,420.0,TA,TA,Y,0,27,0,0,0,0,0,7,WD ,,0,0,0,0
2330,279,2570,535150240,20,RL,75.0,9000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,52,52,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812.0,Unf,0.0,124.0,936.0,GasA,TA,Y,SBrkr,1128,0,0,1128,0.0,0.0,1,0,2,1,TA,5,Min1,0,NoFireplace,Attchd,Unf,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,0,6,WD ,,0,0,0,0
2331,280,2320,527108040,60,RL,72.0,10463,Pave,NoAlley,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,1,1,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,893.0,893.0,GasA,Ex,Y,SBrkr,901,900,0,1801,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,3.0,800.0,TA,TA,Y,0,116,0,0,0,0,0,6,WD ,,0,0,0,0
2332,281,1517,909131170,70,RH,69.54596100278552,12155,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,83,58,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,156.0,Unf,0.0,516.0,672.0,GasA,TA,N,SBrkr,810,672,0,1482,0.0,0.0,2,0,4,1,Fa,7,Typ,0,NoFireplace,Detchd,Unf,1.0,400.0,TA,TA,P,0,0,254,0,0,0,0,3,WD ,,0,0,0,0
2333,282,2304,923400150,20,RL,63.0,10712,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,16,15,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,212.0,Unf,0.0,762.0,974.0,GasA,TA,Y,SBrkr,974,0,0,974,0.0,0.0,1,0,3,1,TA,5,Typ,0,NoFireplace,NoGarage,NoGarage,0.0,0.0,NoGarage,NoGarage,Y,0,28,0,0,0,0,0,9,Oth,,0,0,0,0
2334,283,1312,902301150,50,RM,69.0,9143,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,108,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,346.0,346.0,GasA,Ex,Y,SBrkr,709,308,0,1017,0.0,0.0,1,0,2,1,TA,5,Typ,0,NoFireplace,Detchd,Unf,1.0,308.0,TA,TA,N,0,0,139,0,0,0,0,5,WD ,,0,0,0,0
2335,284,2012,903228080,50,RM,60.0,6000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,66,57,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,Gd,No,ALQ,375.0,Unf,0.0,360.0,735.0,GasA,Ex,Y,SBrkr,869,349,0,1218,0.0,1.0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,0,3,WD ,,0,0,0,0
2336,285,506,528390210,60,RL,69.54596100278552,29959,Pave,NoAlley,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,15,15,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,595.0,Unf,0.0,378.0,973.0,GasA,Ex,Y,SBrkr,979,871,0,1850,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2.0,467.0,TA,TA,Y,168,98,0,0,0,0,0,1,WD ,,0,0,0,1
2337,286,2865,909281010,70,RL,80.0,16560,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,74,56,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503.0,Unf,0.0,449.0,952.0,GasA,TA,Y,SBrkr,1170,1175,0,2345,0.0,0.0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,Unf,2.0,360.0,TA,TA,Y,0,0,0,0,0,0,0,7,WD ,,0,0,0,0
2338,287,2367,527450210,160,RM,21.0,1953,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,33,33,Gable,CompShg,HdBoard,HdBoard,BrkFace,408.0,TA,TA,CBlock,TA,Fa,No,BLQ,309.0,Unf,0.0,174.0,483.0,GasA,TA,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,TA,5,Typ,0,NoFireplace,Detchd,Unf,1.0,264.0,TA,TA,Y,72,0,0,0,0,0,0,6,WD ,,0,0,0,0
2339,288,554,531479020,45,RH,60.0,9000,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,81,59,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,TA,N,FuseA,784,0,0,784,0.0,0.0,1,0,2,1,TA,5,Typ,0,NoFireplace,Detchd,Unf,2.0,360.0,Fa,Fa,N,0,0,91,0,0,0,0,10,WD ,,0,0,0,0
2340,289,238,905451320,20,RL,68.0,9571,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,54,54,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,739.0,Unf,0.0,405.0,1144.0,GasA,TA,Y,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,TA,6,Typ,0,NoFireplace,Attchd,Unf,1.0,596.0,TA,TA,Y,44,0,0,0,0,0,0,6,WD ,,0,0,0,0
2341,290,1954,535402180,20,RL,75.0,8700,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,46,46,Gable,CompShg,HdBoard,HdBoard,BrkFace,53.0,TA,TA,CBlock,TA,TA,No,ALQ,192.0,Unf,0.0,728.0,920.0,GasA,Gd,Y,SBrkr,888,0,0,888,0.0,1.0,1,0,3,1,TA,5,Typ,0,NoFireplace,Attchd,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,0,2,COD,,0,0,0,0
2342,291,2488,532351150,90,RM,68.0,8927,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,6,29,29,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0.0,NoBsmt,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1286,368,0,1654,0.0,0.0,2,0,4,2,TA,10,Typ,0,NoFireplace,Attchd,RFn,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,0,8,WD ,,0,0,0,0
2343,292,2291,923228390,160,RM,21.0,1890,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,3,31,31,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,GasA,Ex,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,NoFireplace,Attchd,Unf,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,0,4,COD,,0,0,0,0
2344,293,1969,535457050,20,RL,70.0,7000,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,46,46,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0.0,NoBsmt,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,925,0,0,925,0.0,0.0,1,0,3,1,TA,7,Typ,0,NoFireplace,Attchd,Fin,1.0,300.0,TA,TA,Y,0,0,0,0,0,0,0,7,WD ,,0,0,0,0
